photo_key,decision,new_folder,new_name
44_5_6,adopt,Oita\Oita_Onizuka,Oita_Onizuka_6
44_5_7,adopt,Oita\Oita_Onizuka,Oita_Onizuka_7
44_5_8,adopt,Oita\Oita_Onizuka,Oita_Onizuka_8
44_5_9,adopt,Oita\Oita_Onizuka,Oita_Onizuka_9
44_7_5,adopt,Oita\Oita_Shiroyama,Oita_Shiroyama_5
44_7_6,adopt,Oita\Oita_Shiroyama,Oita_Shiroyama_6
44_8_1,exclude,Oita\Oita_Sunori,Oita_Sunori_1
44_8_10,exclude,Oita\Oita_Sunori,Oita_Sunori_10
44_8_2,exclude,Oita\Oita_Sunori,Oita_Sunori_2
44_8_3,exclude,Oita\Oita_Sunori,Oita_Sunori_3
44_8_5,adopt,Oita\Oita_Sunori,Oita_Sunori_5
44_8_6,exclude,Oita\Oita_Sunori,Oita_Sunori_6
44_8_7,exclude,Oita\Oita_Sunori,Oita_Sunori_7
44_8_8,exclude,Oita\Oita_Sunori,Oita_Sunori_8
44_8_9,exclude,Oita\Oita_Sunori,Oita_Sunori_9
44_9_2,exclude,Oita\Oita_Kannonyama,Oita_Kannonyama_2
44_9_3,exclude,Oita\Oita_Kannonyama,Oita_Kannonyama_3
44_9_5,exclude,Oita\Oita_Kannonyama,Oita_Kannonyama_5
44_9_6,exclude,Oita\Oita_Kannonyama,Oita_Kannonyama_6
44_9_7,exclude,Oita\Oita_Kannonyama,Oita_Kannonyama_7
45_12_1,exclude,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_1
45_12_10,adopt,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_10
45_12_11,exclude,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_11
45_12_12,exclude,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_12
45_12_13,exclude,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_13
45_12_2,exclude,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_2
45_12_3,exclude,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_3
45_12_5,adopt,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_5
45_12_6,adopt,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_6
45_12_7,adopt,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_7
45_12_8,exclude,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_8
45_12_9,exclude,Miyazaki\Miyazaki_Hasugaike,Miyazaki_Hasugaike_9
45_16_1,exclude,Miyazaki\Miyazaki_Honjo,Miyazaki_Honjo_1
45_16_2,exclude,Miyazaki\Miyazaki_Honjo,Miyazaki_Honjo_2
45_16_3,exclude,Miyazaki\Miyazaki_Honjo,Miyazaki_Honjo_3
45_9_10,adopt,Miyazaki\Miyazaki_Dokida_Higashi,Miyazaki_Dokida_Higashi_10
45_9_11,adopt,Miyazaki\Miyazaki_Dokida_Higashi,Miyazaki_Dokida_Higashi_11
45_9_2,exclude,Miyazaki\Miyazaki_Dokida_Higashi,Miyazaki_Dokida_Higashi_2
45_9_5,adopt,Miyazaki\Miyazaki_Dokida_Higashi,Miyazaki_Dokida_Higashi_5
45_9_6,adopt,Miyazaki\Miyazaki_Dokida_Higashi,Miyazaki_Dokida_Higashi_6
45_9_7,adopt,Miyazaki\Miyazaki_Dokida_Higashi,Miyazaki_Dokida_Higashi_7
45_9_8,adopt,Miyazaki\Miyazaki_Dokida_Higashi,Miyazaki_Dokida_Higashi_8
45_9_9,adopt,Miyazaki\Miyazaki_Dokida_Higashi,Miyazaki_Dokida_Higashi_9
4_20_1,exclude,Miyagi\Miyagi_Kawakita,Miyagi_Kawakita_1
4_20_2,exclude,Miyagi\Miyagi_Kawakita,Miyagi_Kawakita_2
4_20_3,exclude,Miyagi\Miyagi_Kawakita,Miyagi_Kawakita_3
4_20_5,adopt,Miyagi\Miyagi_Kawakita,Miyagi_Kawakita_5
4_20_6,exclude,Miyagi\Miyagi_Kawakita,Miyagi_Kawakita_6
4_20_7,exclude,Miyagi\Miyagi_Kawakita,Miyagi_Kawakita_7
4_20_8,exclude,Miyagi\Miyagi_Kawakita,Miyagi_Kawakita_8
4_20_9,exclude,Miyagi\Miyagi_Kawakita,Miyagi_Kawakita_9
4_2_2,exclude,Miyagi\Miyagi_Dainenjiyama,Miyagi_Dainenjiyama_2
4_2_3,exclude,Miyagi\Miyagi_Dainenjiyama,Miyagi_Dainenjiyama_3
4_3_1,exclude,Miyagi\Miyagi_Yamahata,Miyagi_Yamahata_1
4_3_2,exclude,Miyagi\Miyagi_Yamahata,Miyagi_Yamahata_2
4_3_3,exclude,Miyagi\Miyagi_Yamahata,Miyagi_Yamahata_3
4_3_5,exclude,Miyagi\Miyagi_Yamahata,Miyagi_Yamahata_5
4_3_6,exclude,Miyagi\Miyagi_Yamahata,Miyagi_Yamahata_6
7_1_1,exclude,Fukushima\Fukushima_Hayama,Fukushima_Hayama_1
7_1_10,exclude,Fukushima\Fukushima_Hayama,Fukushima_Hayama_10
7_1_2,exclude,Fukushima\Fukushima_Hayama,Fukushima_Hayama_2
7_1_3,exclude,Fukushima\Fukushima_Hayama,Fukushima_Hayama_3
7_1_5,adopt,Fukushima\Fukushima_Hayama,Fukushima_Hayama_5
7_1_6,adopt,Fukushima\Fukushima_Hayama,Fukushima_Hayama_6
7_1_7,adopt,Fukushima\Fukushima_Hayama,Fukushima_Hayama_7
7_1_8,exclude,Fukushima\Fukushima_Hayama,Fukushima_Hayama_8
7_1_9,exclude,Fukushima\Fukushima_Hayama,Fukushima_Hayama_9
7_2_1,exclude,Fukushima\Fukushima_Kiyotosaku,Fukushima_Kiyotosaku_1
7_2_2,exclude,Fukushima\Fukushima_Kiyotosaku,Fukushima_Kiyotosaku_2
7_2_3,exclude,Fukushima\Fukushima_Kiyotosaku,Fukushima_Kiyotosaku_3
7_2_5,adopt,Fukushima\Fukushima_Kiyotosaku,Fukushima_Kiyotosaku_5
7_2_6,adopt,Fukushima\Fukushima_Kiyotosaku,Fukushima_Kiyotosaku_6
7_2_7,adopt,Fukushima\Fukushima_Kiyotosaku,Fukushima_Kiyotosaku_7
7_2_8,exclude,Fukushima\Fukushima_Kiyotosaku,Fukushima_Kiyotosaku_8
7_2_9,exclude,Fukushima\Fukushima_Kiyotosaku,Fukushima_Kiyotosaku_9
7_3_1,exclude,Fukushima\Fukushima_Nakata,Fukushima_Nakata_1
7_3_2,exclude,Fukushima\Fukushima_Nakata,Fukushima_Nakata_2
7_3_3,exclude,Fukushima\Fukushima_Nakata,Fukushima_Nakata_3
7_3_5,adopt,Fukushima\Fukushima_Nakata,Fukushima_Nakata_5
7_3_6,exclude,Fukushima\Fukushima_Nakata,Fukushima_Nakata_6
7_3_7,exclude,Fukushima\Fukushima_Nakata,Fukushima_Nakata_7
7_4_1,exclude,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_1
7_4_10,adopt,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_10
7_4_11,exclude,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_11
7_4_12,exclude,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_12
7_4_13,exclude,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_13
7_4_2,exclude,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_2
7_4_3,exclude,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_3
7_4_5,adopt,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_5
7_4_6,adopt,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_6
7_4_7,adopt,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_7
7_4_8,adopt,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_8
7_4_9,adopt,Fukushima\Fukushima_Izumizaki,Fukushima_Izumizaki_9
8_10_2,exclude,Ibaraki\Ibaraki_Juomae,Ibaraki_Juomae_2
8_10_5,exclude,Ibaraki\Ibaraki_Juomae,Ibaraki_Juomae_5
8_13_1,exclude,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_1
8_13_10,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_10
8_13_11,exclude,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_11
8_13_12,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_12
8_13_13,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_13
8_13_14,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_14
8_13_15,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_15
8_13_16,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_16
8_13_17,exclude,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_17
8_13_2,exclude,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_2
8_13_3,exclude,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_3
8_13_5,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_5
8_13_6,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_6
8_13_7,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_7
8_13_8,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_8
8_13_9,adopt,Ibaraki\Ibaraki_Hata_Bakke,Ibaraki_Hata_Bakke_9
8_2_1,exclude,Ibaraki\Ibaraki_Funatama,Ibaraki_Funatama_1
8_2_2,exclude,Ibaraki\Ibaraki_Funatama,Ibaraki_Funatama_2
8_2_3,exclude,Ibaraki\Ibaraki_Funatama,Ibaraki_Funatama_3
8_2_5,adopt,Ibaraki\Ibaraki_Funatama,Ibaraki_Funatama_5
8_3_1,exclude,Ibaraki\Ibaraki_Hanazono,Ibaraki_Hanazono_1
8_3_2,exclude,Ibaraki\Ibaraki_Hanazono,Ibaraki_Hanazono_2
8_3_3,exclude,Ibaraki\Ibaraki_Hanazono,Ibaraki_Hanazono_3
8_3_5,exclude,Ibaraki\Ibaraki_Hanazono,Ibaraki_Hanazono_5
8_3_6,exclude,Ibaraki\Ibaraki_Hanazono,Ibaraki_Hanazono_6
8_3_7,exclude,Ibaraki\Ibaraki_Hanazono,Ibaraki_Hanazono_7
8_4_1,exclude,Ibaraki\Ibaraki_Daishino_Karato,Ibaraki_Daishino_Karato_1
8_4_10,exclude,Ibaraki\Ibaraki_Daishino_Karato,Ibaraki_Daishino_Karato_10
8_4_11,exclude,Ibaraki\Ibaraki_Daishino_Karato,Ibaraki_Daishino_Karato_11
8_4_2,exclude,Ibaraki\Ibaraki_Daishino_Karato,Ibaraki_Daishino_Karato_2
8_4_3,exclude,Ibaraki\Ibaraki_Daishino_Karato,Ibaraki_Daishino_Karato_3
8_4_5,adopt,Ibaraki\Ibaraki_Daishino_Karato,Ibaraki_Daishino_Karato_5
8_4_6,adopt,Ibaraki\Ibaraki_Daishino_Karato,Ibaraki_Daishino_Karato_6
8_4_7,adopt,Ibaraki\Ibaraki_Daishino_Karato,Ibaraki_Daishino_Karato_7
8_4_8,exclude,Ibaraki\Ibaraki_Daishino_Karato,Ibaraki_Daishino_Karato_8
8_4_9,adopt,Ibaraki\Ibaraki_Daishino_Karato,Ibaraki_Daishino_Karato_9
8_6_1,exclude,Ibaraki\Ibaraki_Yoshida,Ibaraki_Yoshida_1
8_6_2,exclude,Ibaraki\Ibaraki_Yoshida,Ibaraki_Yoshida_2
8_6_3,exclude,Ibaraki\Ibaraki_Yoshida,Ibaraki_Yoshida_3
8_6_5,exclude,Ibaraki\Ibaraki_Yoshida,Ibaraki_Yoshida_5
8_6_6,exclude,Ibaraki\Ibaraki_Yoshida,Ibaraki_Yoshida_6
8_6_7,exclude,Ibaraki\Ibaraki_Yoshida,Ibaraki_Yoshida_7
8_9_2,exclude,Ibaraki\Ibaraki_Shirakochi,Ibaraki_Shirakochi_2
8_9_3,exclude,Ibaraki\Ibaraki_Shirakochi,Ibaraki_Shirakochi_3
8_9_5,exclude,Ibaraki\Ibaraki_Shirakochi,Ibaraki_Shirakochi_5
8_9_6,exclude,Ibaraki\Ibaraki_Shirakochi,Ibaraki_Shirakochi_6
bulgalia2_1,exclude,Bulgaria\Bulgaria_Sveshtari,Bulgaria_Sveshtari_1
bulgalia2_10,exclude,Bulgaria\Bulgaria_Sveshtari,Bulgaria_Sveshtari_10
bulgalia2_11,exclude,Bulgaria\Bulgaria_Sveshtari,Bulgaria_Sveshtari_11
bulgalia2_2,exclude,Bulgaria\Bulgaria_Sveshtari,Bulgaria_Sveshtari_2
bulgalia2_3,exclude,Bulgaria\Bulgaria_Sveshtari,Bulgaria_Sveshtari_3
bulgalia2_5,adopt,Bulgaria\Bulgaria_Sveshtari,Bulgaria_Sveshtari_5
bulgalia2_6,adopt,Bulgaria\Bulgaria_Sveshtari,Bulgaria_Sveshtari_6
bulgalia2_7,adopt,Bulgaria\Bulgaria_Sveshtari,Bulgaria_Sveshtari_7
bulgalia2_8,adopt,Bulgaria\Bulgaria_Sveshtari,Bulgaria_Sveshtari_8
bulgalia2_9,exclude,Bulgaria\Bulgaria_Sveshtari,Bulgaria_Sveshtari_9
china1_1,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_1
china1_10,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_10
china1_11,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_11
china1_12,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_12
china1_13,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_13
china1_14,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_14
china1_2,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_2
china1_3,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_3
china1_5,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_5
china1_6,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_6
china1_7,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_7
china1_8,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_8
china1_9,exclude,China\China_Wukuifen_No4,China_Wukuifen_No4_9
china2_1,exclude,China\China_Wukuifen_No5,China_Wukuifen_No5_1
china2_2,exclude,China\China_Wukuifen_No5,China_Wukuifen_No5_2
china2_3,exclude,China\China_Wukuifen_No5,China_Wukuifen_No5_3
china2_5,exclude,China\China_Wukuifen_No5,China_Wukuifen_No5_5
china3_1,exclude,China\China_Jiaodizhong,China_Jiaodizhong_1
china3_2,exclude,China\China_Jiaodizhong,China_Jiaodizhong_2
china3_3,exclude,China\China_Jiaodizhong,China_Jiaodizhong_3
china3_5,adopt,China\China_Jiaodizhong,China_Jiaodizhong_5
china3_6,adopt,China\China_Jiaodizhong,China_Jiaodizhong_6
china3_7,adopt,China\China_Jiaodizhong,China_Jiaodizhong_7
china3_8,exclude,China\China_Jiaodizhong,China_Jiaodizhong_8
china4_1,exclude,China\China_Wuyongzhong,China_Wuyongzhong_1
china4_10,adopt,China\China_Wuyongzhong,China_Wuyongzhong_10
china4_2,exclude,China\China_Wuyongzhong,China_Wuyongzhong_2
china4_3,exclude,China\China_Wuyongzhong,China_Wuyongzhong_3
china4_5,adopt,China\China_Wuyongzhong,China_Wuyongzhong_5
china4_6,adopt,China\China_Wuyongzhong,China_Wuyongzhong_6
china4_7,adopt,China\China_Wuyongzhong,China_Wuyongzhong_7
china4_8,adopt,China\China_Wuyongzhong,China_Wuyongzhong_8
china4_9,adopt,China\China_Wuyongzhong,China_Wuyongzhong_9
china5_1,exclude,China\China_Changchuan_No1,China_Changchuan_No1_1
china5_10,adopt,China\China_Changchuan_No1,China_Changchuan_No1_10
china5_2,exclude,China\China_Changchuan_No1,China_Changchuan_No1_2
china5_3,exclude,China\China_Changchuan_No1,China_Changchuan_No1_3
china5_5,adopt,China\China_Changchuan_No1,China_Changchuan_No1_5
china5_6,adopt,China\China_Changchuan_No1,China_Changchuan_No1_6
china5_7,adopt,China\China_Changchuan_No1,China_Changchuan_No1_7
china5_8,adopt,China\China_Changchuan_No1,China_Changchuan_No1_8
china5_9,adopt,China\China_Changchuan_No1,China_Changchuan_No1_9
dprkorea1_1,exclude,DPRKorea\DPRKorea_Gangseo_Daemyo,DPRKorea_Gangseo_Daemyo_1
dprkorea1_10,adopt,DPRKorea\DPRKorea_Gangseo_Daemyo,DPRKorea_Gangseo_Daemyo_10
dprkorea1_11,exclude,DPRKorea\DPRKorea_Gangseo_Daemyo,DPRKorea_Gangseo_Daemyo_11
dprkorea1_2,exclude,DPRKorea\DPRKorea_Gangseo_Daemyo,DPRKorea_Gangseo_Daemyo_2
dprkorea1_5,adopt,DPRKorea\DPRKorea_Gangseo_Daemyo,DPRKorea_Gangseo_Daemyo_5
dprkorea1_6,adopt,DPRKorea\DPRKorea_Gangseo_Daemyo,DPRKorea_Gangseo_Daemyo_6
dprkorea1_7,adopt,DPRKorea\DPRKorea_Gangseo_Daemyo,DPRKorea_Gangseo_Daemyo_7
dprkorea1_8,adopt,DPRKorea\DPRKorea_Gangseo_Daemyo,DPRKorea_Gangseo_Daemyo_8
dprkorea1_9,adopt,DPRKorea\DPRKorea_Gangseo_Daemyo,DPRKorea_Gangseo_Daemyo_9
ireland1_1,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_1
ireland1_10,adopt,Ireland\Ireland_Newgrange,Ireland_Newgrange_10
ireland1_11,adopt,Ireland\Ireland_Newgrange,Ireland_Newgrange_11
ireland1_12,adopt,Ireland\Ireland_Newgrange,Ireland_Newgrange_12
ireland1_13,adopt,Ireland\Ireland_Newgrange,Ireland_Newgrange_13
ireland1_14,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_14
ireland1_15,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_15
ireland1_16,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_16
ireland1_17,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_17
ireland1_18,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_18
ireland1_19,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_19
ireland1_2,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_2
ireland1_20,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_20
ireland1_21,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_21
ireland1_22,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_22
ireland1_23,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_23
ireland1_24,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_24
ireland1_3,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_3
ireland1_5,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_5
ireland1_6,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_6
ireland1_7,exclude,Ireland\Ireland_Newgrange,Ireland_Newgrange_7
ireland1_8,adopt,Ireland\Ireland_Newgrange,Ireland_Newgrange_8
ireland1_9,adopt,Ireland\Ireland_Newgrange,Ireland_Newgrange_9
ireland2_1,exclude,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_1
ireland2_10,adopt,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_10
ireland2_11,exclude,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_11
ireland2_12,exclude,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_12
ireland2_2,exclude,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_2
ireland2_3,exclude,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_3
ireland2_5,adopt,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_5
ireland2_6,adopt,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_6
ireland2_7,adopt,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_7
ireland2_8,adopt,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_8
ireland2_9,adopt,Ireland\Ireland_LoughCrew_T,Ireland_LoughCrew_T_9
italay18_1,exclude,Italy\Italy_Leopardi,Italy_Leopardi_1
italay18_10,adopt,Italy\Italy_Leopardi,Italy_Leopardi_10
italay18_11,adopt,Italy\Italy_Leopardi,Italy_Leopardi_11
italay18_12,adopt,Italy\Italy_Leopardi,Italy_Leopardi_12
italay18_13,adopt,Italy\Italy_Leopardi,Italy_Leopardi_13
italay18_14,adopt,Italy\Italy_Leopardi,Italy_Leopardi_14
italay18_15,exclude,Italy\Italy_Leopardi,Italy_Leopardi_15
italay18_2,exclude,Italy\Italy_Leopardi,Italy_Leopardi_2
italay18_3,exclude,Italy\Italy_Leopardi,Italy_Leopardi_3
italay18_5,adopt,Italy\Italy_Leopardi,Italy_Leopardi_5
italay18_6,adopt,Italy\Italy_Leopardi,Italy_Leopardi_6
italay18_7,adopt,Italy\Italy_Leopardi,Italy_Leopardi_7
italay18_8,adopt,Italy\Italy_Leopardi,Italy_Leopardi_8
italay18_9,adopt,Italy\Italy_Leopardi,Italy_Leopardi_9
italay19_1,exclude,Italy\Italy_Rilievi,Italy_Rilievi_1
italay19_10,adopt,Italy\Italy_Rilievi,Italy_Rilievi_10
italay19_11,adopt,Italy\Italy_Rilievi,Italy_Rilievi_11
italay19_12,adopt,Italy\Italy_Rilievi,Italy_Rilievi_12
italay19_13,adopt,Italy\Italy_Rilievi,Italy_Rilievi_13
italay19_14,adopt,Italy\Italy_Rilievi,Italy_Rilievi_14
italay19_15,adopt,Italy\Italy_Rilievi,Italy_Rilievi_15
italay19_16,adopt,Italy\Italy_Rilievi,Italy_Rilievi_16
italay19_17,adopt,Italy\Italy_Rilievi,Italy_Rilievi_17
italay19_18,adopt,Italy\Italy_Rilievi,Italy_Rilievi_18
italay19_19,adopt,Italy\Italy_Rilievi,Italy_Rilievi_19
italay19_2,exclude,Italy\Italy_Rilievi,Italy_Rilievi_2
italay19_20,adopt,Italy\Italy_Rilievi,Italy_Rilievi_20
italay19_21,adopt,Italy\Italy_Rilievi,Italy_Rilievi_21
italay19_3,exclude,Italy\Italy_Rilievi,Italy_Rilievi_3
italay19_5,adopt,Italy\Italy_Rilievi,Italy_Rilievi_5
italay19_6,adopt,Italy\Italy_Rilievi,Italy_Rilievi_6
italay19_7,adopt,Italy\Italy_Rilievi,Italy_Rilievi_7
italay19_8,adopt,Italy\Italy_Rilievi,Italy_Rilievi_8
italay19_9,adopt,Italy\Italy_Rilievi,Italy_Rilievi_9
italay1_1,exclude,Italy\Italy_Fiorellini,Italy_Fiorellini_1
italay1_10,adopt,Italy\Italy_Bettini5513,Italy_Bettini5513_10
italay1_11,adopt,Italy\Italy_Bettini5513,Italy_Bettini5513_11
italay1_12,adopt,Italy\Italy_Bettini5513,Italy_Bettini5513_12
italay1_2,exclude,Italy\Italy_Fiorellini,Italy_Fiorellini_2
italay1_3,exclude,Italy\Italy_Fiorellini,Italy_Fiorellini_3
italay1_5,adopt,Italy\Italy_Bettini5513,Italy_Bettini5513_5
italay1_6,adopt,Italy\Italy_Bettini5513,Italy_Bettini5513_6
italay1_7,adopt,Italy\Italy_Bettini5513,Italy_Bettini5513_7
italay1_8,adopt,Italy\Italy_Bettini5513,Italy_Bettini5513_8
italay1_9,adopt,Italy\Italy_Bettini5513,Italy_Bettini5513_9
korea1_1,exclude,Korea\Korea_Goryeong_Goadong,Korea_Goryeong_Goadong_1
korea1_2,exclude,Korea\Korea_Goryeong_Goadong,Korea_Goryeong_Goadong_2
korea1_3,exclude,Korea\Korea_Goryeong_Goadong,Korea_Goryeong_Goadong_3
korea1_5,exclude,Korea\Korea_Goryeong_Goadong,Korea_Goryeong_Goadong_5
korea1_6,exclude,Korea\Korea_Goryeong_Goadong,Korea_Goryeong_Goadong_6
korea2_1,exclude,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_1
korea2_10,adopt,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_10
korea2_11,exclude,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_11
korea2_12,exclude,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_12
korea2_2,exclude,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_2
korea2_3,exclude,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_3
korea2_5,adopt,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_5
korea2_6,adopt,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_6
korea2_7,adopt,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_7
korea2_8,adopt,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_8
korea2_9,adopt,Korea\Korea_Neungsanri_Donghachong,Korea_Neungsanri_Donghachong_9
korea4_1,exclude,Korea\Korea_Songsanri_No6,Korea_Songsanri_No6_1
korea4_10,adopt,Korea\Korea_Songsanri_No6,Korea_Songsanri_No6_10
korea4_11,exclude,Korea\Korea_Songsanri_No6,Korea_Songsanri_No6_11
korea4_2,exclude,Korea\Korea_Songsanri_No6,Korea_Songsanri_No6_2
korea4_3,exclude,Korea\Korea_Songsanri_No6,Korea_Songsanri_No6_3
korea4_5,adopt,Korea\Korea_Songsanri_No6,Korea_Songsanri_No6_5
korea4_6,adopt,Korea\Korea_Songsanri_No6,Korea_Songsanri_No6_6
korea4_7,adopt,Korea\Korea_Songsanri_No6,Korea_Songsanri_No6_7
korea4_8,adopt,Korea\Korea_Songsanri_No6,Korea_Songsanri_No6_8
korea4_9,adopt,Korea\Korea_Songsanri_No6,Korea_Songsanri_No6_9
korea5_1,exclude,Korea\Korea_Dunmari,Korea_Dunmari_1
korea5_2,exclude,Korea\Korea_Dunmari,Korea_Dunmari_2
korea5_3,exclude,Korea\Korea_Dunmari,Korea_Dunmari_3
korea5_5,adopt,Korea\Korea_Dunmari,Korea_Dunmari_5
korea5_6,exclude,Korea\Korea_Dunmari,Korea_Dunmari_6
korea6_1,exclude,Korea\Korea_Muryeongwangneung,Korea_Muryeongwangneung_1
korea6_10,exclude,Korea\Korea_Muryeongwangneung,Korea_Muryeongwangneung_10
korea6_2,exclude,Korea\Korea_Muryeongwangneung,Korea_Muryeongwangneung_2
korea6_3,exclude,Korea\Korea_Muryeongwangneung,Korea_Muryeongwangneung_3
korea6_5,adopt,Korea\Korea_Muryeongwangneung,Korea_Muryeongwangneung_5
korea6_6,adopt,Korea\Korea_Muryeongwangneung,Korea_Muryeongwangneung_6
korea6_7,adopt,Korea\Korea_Muryeongwangneung,Korea_Muryeongwangneung_7
korea6_8,adopt,Korea\Korea_Muryeongwangneung,Korea_Muryeongwangneung_8
korea6_9,exclude,Korea\Korea_Muryeongwangneung,Korea_Muryeongwangneung_9
